WKT,id,photoURL,lat,long,rubbishRunID,userName,rubbishType,city,totalNumberOfItemsTagged,datetime,date,Mile,dist_m,Morphology,Brand,Survey Type,Data Cleaning Notes
"POINT (-117.7167968 34.3742493)",PdjIRUkwOZrJjExSPLBU,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPdjIRUkwOZrJjExSPLBU.jpg?alt=media&token=a3a12cec-7d50-4950-bfa3-b111e2e72762,34.3742493,-117.7167968,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T01:01:42.391442Z,4/29/2023,370.0,35.06411245,Fragment,,,
"POINT (-117.7167768 34.374215)",THJqb5MJ5ZhoN7bfcNIm,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FTHJqb5MJ5ZhoN7bfcNIm.jpg?alt=media&token=612cdb6f-f020-448b-a1d3-05889ae76e3e,34.374215,-117.7167768,IBA8Xo4glUzJzG6fG3Ef,notracetrails,tobacco,Llano,1.0,2023-04-29T01:01:22.376243Z,4/29/2023,370.0,37.50530583,Cigarette Butt,,,
"POINT (-117.7168017 34.3741919)",adp7tG3goN2iOeOIEVmM,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fadp7tG3goN2iOeOIEVmM.jpg?alt=media&token=aa5207b0-0627-49d3-a03d-0074e947d304,34.3741919,-117.7168017,IBA8Xo4glUzJzG6fG3Ef,notracetrails,tobacco,Llano,1.0,2023-04-29T01:01:05.507488Z,4/29/2023,370.0,35.94122889,Cigarette Butt,,,
"POINT (-117.7167893 34.3742201)",PnkcR1kLw4VsWet5n6vc,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPnkcR1kLw4VsWet5n6vc.jpg?alt=media&token=9eaeb815-14a6-4b34-a57a-d0055b1607c2,34.3742201,-117.7167893,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T01:00:47.550082Z,4/29/2023,370.0,36.2690513,Thread,,,
"POINT (-117.7167725 34.3741857)",CDKGbIeHe4saensUXinC,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCDKGbIeHe4saensUXinC.jpg?alt=media&token=bfe342e9-c919-4415-8a1a-f0d298f1f8c9,34.3741857,-117.7167725,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T01:00:16.341979Z,4/29/2023,370.0,38.71000966,Food Wrapper,Kirkland,,
"POINT (-117.7168002 34.3741826)",B46rfhGhvZNW3hmzeCN8,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FB46rfhGhvZNW3hmzeCN8.jpg?alt=media&token=54272f77-3a45-4e38-ae14-6d36542a32aa,34.3741826,-117.7168002,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T01:00:03.286211Z,4/29/2023,370.0,36.38742367,Fragment,,,
"POINT (-117.7168036 34.3741831)",N3U6RKOP3mOABmlbjtYu,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FN3U6RKOP3mOABmlbjtYu.jpg?alt=media&token=483e7b60-84b8-40ba-8101-f4d59f6fd2e9,34.3741831,-117.7168036,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:59:53.060949Z,4/29/2023,370.0,36.07973156,Food Wrapper,Lunchables,,
"POINT (-117.7167475 34.3741613)",sDtzDI2aDfzntVru7xEJ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FsDtzDI2aDfzntVru7xEJ.jpg?alt=media&token=35c7e044-926c-45f7-9dcb-383dbc947e5b,34.3741613,-117.7167475,IBA8Xo4glUzJzG6fG3Ef,notracetrails,sanitary waste,Llano,1.0,2023-04-29T00:59:10.364091Z,4/29/2023,370.0,41.73182942,Toilet Paper,,,
"POINT (-117.7167318 34.374148)",Jb0dPxBq8vuLeeIQoAWz,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FJb0dPxBq8vuLeeIQoAWz.jpg?alt=media&token=17cb9898-24f2-481e-8b98-8013fcd7549e,34.374148,-117.7167318,IBA8Xo4glUzJzG6fG3Ef,notracetrails,tobacco,Llano,1.0,2023-04-29T00:58:53.388333Z,4/29/2023,370.0,43.59053444,Cigarette Butt,,,
"POINT (-117.7167109 34.37418375)",AIpVcw9SUg2td7tOwUID,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FAIpVcw9SUg2td7tOwUID.jpg?alt=media&token=6ec8ecbd-9b0d-4bd5-aea5-e5799e0c9006,34.37418375,-117.7167109,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:58:38.152908Z,4/29/2023,370.0,44.20867177,,,,
"POINT (-117.7167109 34.37418375)",XNufUvkrhvmLxE1J07LF,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FXNufUvkrhvmLxE1J07LF.jpg?alt=media&token=a904661e-419d-4290-9e53-25c99fe95e40,34.37418375,-117.7167109,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:58:30.723870Z,4/29/2023,370.0,44.20867177,,,,
"POINT (-117.7167225 34.3741849)",mHYdklQYICypXVxeTICV,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FmHYdklQYICypXVxeTICV.jpg?alt=media&token=3a6dca0e-a18c-4fd9-a048-bdf731b59004,34.3741849,-117.7167225,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:58:24.248827Z,4/29/2023,370.0,43.14685825,Fragment,,,
"POINT (-117.7167335 34.3741886)",vsa7m8sDEqHFuUkRRGY4,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fvsa7m8sDEqHFuUkRRGY4.jpg?alt=media&token=ff1a3292-419a-4d91-9316-381e1e93ba87,34.3741886,-117.7167335,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:58:14.422981Z,4/29/2023,370.0,42.06114827,Fragment,,,
"POINT (-117.7167845 34.3742016)",8xxJoBpEcMNuc865hngf,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F8xxJoBpEcMNuc865hngf.jpg?alt=media&token=192013f3-f34d-42f2-85c0-45200c733ef3,34.3742016,-117.7167845,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:57:45.984601Z,4/29/2023,370.0,37.16970621,Fragment,,,
"POINT (-117.7167691 34.3741998)",mZCS4f80SPwgq0ADIog5,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FmZCS4f80SPwgq0ADIog5.jpg?alt=media&token=83372d8e-f09e-4217-910f-52d7780eb4d0,34.3741998,-117.7167691,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:57:37.601102Z,4/29/2023,370.0,38.58637343,Other,,,
"POINT (-117.7167478 34.37421038)",QWLdmUI9RBZwSKlkz2zZ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FQWLdmUI9RBZwSKlkz2zZ.jpg?alt=media&token=b03909c5-7696-45f8-945b-1dbc07b205e8,34.37421038,-117.7167478,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:57:30.065796Z,4/29/2023,370.0,40.21232338,,,,
"POINT (-117.7167054 34.3741823)",HCFErnALA8Y5oCkjekxY,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FHCFErnALA8Y5oCkjekxY.jpg?alt=media&token=816d4e22-8bdc-4d95-bdca-08244d467bc9,34.3741823,-117.7167054,IBA8Xo4glUzJzG6fG3Ef,notracetrails,food,Llano,1.0,2023-04-29T00:57:17.684088Z,4/29/2023,370.0,44.73797069,Pistachios,,,
"POINT (-117.7167518 34.3741547)",AIlpuUJuqbRxuL9dJZsU,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FAIlpuUJuqbRxuL9dJZsU.jpg?alt=media&token=4dbc1936-565e-47fc-9bab-01bd637e2028,34.3741547,-117.7167518,IBA8Xo4glUzJzG6fG3Ef,notracetrails,sanitary waste,Llano,1.0,2023-04-29T00:56:58.382167Z,4/29/2023,370.0,41.61525172,Wipes,,,
"POINT (-117.7167717 34.3741608)",PLPQQMWbwyW8ZU1l32aI,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPLPQQMWbwyW8ZU1l32aI.jpg?alt=media&token=4cde6939-cdd7-4895-827c-f50f00280a36,34.3741608,-117.7167717,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:56:49.935093Z,4/29/2023,370.0,39.66479446,Face Mask,,,
"POINT (-117.7167461 34.3741754)",LDod10CTIvdkmnYbGFal,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FLDod10CTIvdkmnYbGFal.jpg?alt=media&token=a11bb8d7-74a0-4523-b3ef-3b3b8b189f24,34.3741754,-117.7167461,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:56:37.782883Z,4/29/2023,370.0,41.36152377,Fragment,,,
"POINT (-117.7167322 34.3741794)",PIgZhOtrLpbeRgjHHyFs,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPIgZhOtrLpbeRgjHHyFs.jpg?alt=media&token=064f402e-4dfc-4b84-bcc0-6f0548435b45,34.3741794,-117.7167322,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:56:28.184346Z,4/29/2023,370.0,42.45499716,Fragment,,,
"POINT (-117.7167259 34.3741992)",h0UZ4lttYim7t6MIavDh,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fh0UZ4lttYim7t6MIavDh.jpg?alt=media&token=d6d81364-bac7-4a1a-bca6-7aa365850374,34.3741992,-117.7167259,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:56:20.693285Z,4/29/2023,370.0,42.4549574,Fragment,,,
"POINT (-117.7167418 34.37421131)",VEdLBanfS2jwzULwEKHH,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FVEdLBanfS2jwzULwEKHH.jpg?alt=media&token=4e910dbb-318d-4db2-b783-07774de4e316,34.37421131,-117.7167418,IBA8Xo4glUzJzG6fG3Ef,notracetrails,sanitary waste,Llano,1.0,2023-04-29T00:56:08.631485Z,4/29/2023,370.0,40.73230394,,,,
"POINT (-117.7167735 34.3742469)",1Vlla0PiHW7UdtAKbYQM,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F1Vlla0PiHW7UdtAKbYQM.jpg?alt=media&token=ac52e586-7213-4020-b92d-a22655041625,34.3742469,-117.7167735,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:55:53.521237Z,4/29/2023,370.0,37.21832586,Fragment,,,
"POINT (-117.7167711 34.3742671)",1LmkrhrYOPe6FbXqLnUp,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F1LmkrhrYOPe6FbXqLnUp.jpg?alt=media&token=4d9a11d1-b536-4309-9ee4-8bc20f5dc8e1,34.3742671,-117.7167711,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:55:46.589491Z,4/29/2023,370.0,37.24375223,Fragment,,,
"POINT (-117.7167164 34.3742329)",31TqtdIqjIswhwfHMTY3,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F31TqtdIqjIswhwfHMTY3.jpg?alt=media&token=6983dcb5-8eb2-4fc3-ae78-bd849f9c85c4,34.3742329,-117.7167164,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:55:33.998526Z,4/29/2023,370.0,42.61673496,Package Ends,,,
"POINT (-117.7166929 34.37420156)",9MHR0Z3WayDvdZrezEPW,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F9MHR0Z3WayDvdZrezEPW.jpg?alt=media&token=460c3cff-b142-4fce-908e-6530abb19d5d,34.37420156,-117.7166929,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:55:10.892045Z,4/29/2023,370.0,45.34714556,,,,
"POINT (-117.7166929 34.37420156)",5IQNJtbFZtc6ZMlQNk2k,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F5IQNJtbFZtc6ZMlQNk2k.jpg?alt=media&token=fc9b9eeb-d3ce-497a-a755-b9b64fd6dc63,34.37420156,-117.7166929,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:54:49.542874Z,4/29/2023,370.0,45.34714556,,,,
"POINT (-117.7166929 34.37420156)",LPTyHPYtlyqf2DMZPwCD,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FLPTyHPYtlyqf2DMZPwCD.jpg?alt=media&token=b506db35-2495-487f-b2fb-f430c6998817,34.37420156,-117.7166929,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:54:23.051374Z,4/29/2023,370.0,45.34714556,,,,
"POINT (-117.7166929 34.37420156)",f82C2cvu8aJVkdTcRoOZ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Ff82C2cvu8aJVkdTcRoOZ.jpg?alt=media&token=7a0d9a2a-c94d-47f9-b6da-4511d0debc86,34.37420156,-117.7166929,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:54:09.945233Z,4/29/2023,370.0,45.34714556,,,,
"POINT (-117.7166929 34.37420156)",l35cWL4S0VqggbFTy6uF,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fl35cWL4S0VqggbFTy6uF.jpg?alt=media&token=a0897802-3ef6-4bef-8446-f60b8034e52f,34.37420156,-117.7166929,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:54:01.990079Z,4/29/2023,370.0,45.34714556,,,,
"POINT (-117.7166929 34.37420156)",8689kNAJvwBmqrHiTVbi,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F8689kNAJvwBmqrHiTVbi.jpg?alt=media&token=7437d5a9-0827-4cd4-8d78-519f2dd1d4ce,34.37420156,-117.7166929,IBA8Xo4glUzJzG6fG3Ef,notracetrails,plastic foam,Llano,1.0,2023-04-29T00:53:49.777478Z,4/29/2023,370.0,45.34714556,,,,
"POINT (-117.7166929 34.37420156)",8X9V1VLjPFdhF1hPoGWj,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F8X9V1VLjPFdhF1hPoGWj.jpg?alt=media&token=dec76ce1-7f87-427f-8430-263c3699dfd4,34.37420156,-117.7166929,IBA8Xo4glUzJzG6fG3Ef,notracetrails,plastic foam,Llano,1.0,2023-04-29T00:53:42.929590Z,4/29/2023,370.0,45.34714556,,,,
"POINT (-117.7166929 34.37420156)",7AgnSMhpeOtfxSwYxou5,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F7AgnSMhpeOtfxSwYxou5.jpg?alt=media&token=354d75d6-cfa6-44c3-a956-df2a258629ca,34.37420156,-117.7166929,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:53:37.011413Z,4/29/2023,370.0,45.34714556,,,,
"POINT (-117.7166929 34.3742016)",HadG0pgXOJGnhoydMq3c,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FHadG0pgXOJGnhoydMq3c.jpg?alt=media&token=c10ae5b3-d101-4927-a4df-e91bc9b1ab80,34.3742016,-117.7166929,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:53:25.839793Z,4/29/2023,370.0,45.34714556,Fragment,,,
"POINT (-117.7167068 34.3741964)",u803sJi2kCZzXr9wncD7,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fu803sJi2kCZzXr9wncD7.jpg?alt=media&token=33f8c145-a8f6-4fce-9387-8d24cb701fd2,34.3741964,-117.7167068,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:53:19.244846Z,4/29/2023,370.0,44.22515635,Fragment,,,
"POINT (-117.7166123 34.3741824)",RdBKKaNN47ZYPD5JRynC,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FRdBKKaNN47ZYPD5JRynC.jpg?alt=media&token=aa7a3c00-0c03-4e79-8f77-8f27a33f7509,34.3741824,-117.7166123,IBA8Xo4glUzJzG6fG3Ef,notracetrails,uncategorized,Llano,1.0,2023-04-29T00:52:56.303003Z,4/29/2023,370.0,53.0269129,Fragment,,,
"POINT (-117.7166365 34.3741987)",FESYSL4UC4ZKv0kj6huh,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FFESYSL4UC4ZKv0kj6huh.jpg?alt=media&token=0757c369-6975-4593-bca5-0278b21b74ec,34.3741987,-117.7166365,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:52:44.433387Z,4/29/2023,370.0,50.48688621,,,,
"POINT (-117.7166365 34.3741987)",Llj770eSWpK8kh4s3FFR,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FLlj770eSWpK8kh4s3FFR.jpg?alt=media&token=6d1f2612-ace1-498d-893e-d55978a52c3d,34.3741987,-117.7166365,IBA8Xo4glUzJzG6fG3Ef,notracetrails,cardboard,Llano,1.0,2023-04-29T00:52:35.410004Z,4/29/2023,370.0,50.48688621,,,,
"POINT (-117.7166365 34.3741987)",kHF04BNiYpghavy1gAFB,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FkHF04BNiYpghavy1gAFB.jpg?alt=media&token=5a679f26-604c-437f-8038-04036281d2ed,34.3741987,-117.7166365,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:52:24.936772Z,4/29/2023,370.0,50.48688621,,,,
"POINT (-117.7166365 34.3741987)",2kEbPyZCSFI0pLUukKKO,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F2kEbPyZCSFI0pLUukKKO.jpg?alt=media&token=0896507e-1f95-4259-bc47-a4a648366135,34.3741987,-117.7166365,IBA8Xo4glUzJzG6fG3Ef,notracetrails,sanitary waste,Llano,1.0,2023-04-29T00:52:10.886336Z,4/29/2023,370.0,50.48688621,,,,
"POINT (-117.7166365 34.3741987)",taYZEanFPFoVZwrZLVjr,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FtaYZEanFPFoVZwrZLVjr.jpg?alt=media&token=c3ca850b-c0fd-4621-9b00-6b0ce5e74b16,34.3741987,-117.7166365,IBA8Xo4glUzJzG6fG3Ef,notracetrails,soft plastic,Llano,1.0,2023-04-29T00:52:00.151405Z,4/29/2023,370.0,50.48688621,,,,
"POINT (-117.7166365 34.3741987)",jN41PdYLIXUdRNTe6qWF,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FjN41PdYLIXUdRNTe6qWF.jpg?alt=media&token=bc6872e3-f62c-4522-bc3c-b0628e86bcdf,34.3741987,-117.7166365,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:51:49.919663Z,4/29/2023,370.0,50.48688621,,,,
"POINT (-117.7166345 34.374202)",tKLdllvVN7AD5fRXJyWM,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FtKLdllvVN7AD5fRXJyWM.jpg?alt=media&token=61c0e004-b2f8-4e06-80a7-f8386704e114,34.374202,-117.7166345,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:51:23.443781Z,4/29/2023,370.0,50.59663594,,,,
"POINT (-117.7166345 34.374202)",brTraTuFqWdvYerUeLTN,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FbrTraTuFqWdvYerUeLTN.jpg?alt=media&token=69ec35a6-80dd-4692-a00b-fa00e45e90c7,34.374202,-117.7166345,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:51:13.054087Z,4/29/2023,370.0,50.59663594,,,,
"POINT (-117.7166345 34.374202)",1VfVoA57utUlyG5CtCwD,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F1VfVoA57utUlyG5CtCwD.jpg?alt=media&token=4b2ab4d1-6544-44a5-a22c-38d3543c68d9,34.374202,-117.7166345,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:51:03.347733Z,4/29/2023,370.0,50.59663594,,,,
"POINT (-117.7166345 34.374202)",hoTciY5EazBuVBMVRCBS,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FhoTciY5EazBuVBMVRCBS.jpg?alt=media&token=bc909382-b90d-4689-b444-c7d86dc36eee,34.374202,-117.7166345,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:50:55.577645Z,4/29/2023,370.0,50.59663594,,,,
"POINT (-117.7166484 34.3742001)",lyeIQMyuedaqGDBlj04d,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FlyeIQMyuedaqGDBlj04d.jpg?alt=media&token=dfad3e5d-6fc1-42d7-80d3-f5ac4eb492b1,34.3742001,-117.7166484,IBA8Xo4glUzJzG6fG3Ef,notracetrails,plastic foam,Llano,1.0,2023-04-29T00:50:47.309090Z,4/29/2023,370.0,49.38229513,Cup,,,
"POINT (-117.7166471 34.37419028)",afiIo5shOmjtuv94Lm2R,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FafiIo5shOmjtuv94Lm2R.jpg?alt=media&token=0de0c298-db7d-4601-b9a1-c8da75c02867,34.37419028,-117.7166471,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:50:41.133585Z,4/29/2023,370.0,49.72072273,,,,
"POINT (-117.7166471 34.3741903)",l79OwsAR0CzrTXLQOpwm,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fl79OwsAR0CzrTXLQOpwm.jpg?alt=media&token=f637656a-a5e0-4d9b-9bb1-a8c45ed8f6a5,34.3741903,-117.7166471,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:50:34.557860Z,4/29/2023,370.0,49.72072273,Fragment,,,
"POINT (-117.7166367 34.3741947)",caVEIM491b7Y93Ayhawh,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FcaVEIM491b7Y93Ayhawh.jpg?alt=media&token=7faa5a09-6169-4f74-bacb-27a81835d090,34.3741947,-117.7166367,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:50:19.122033Z,4/29/2023,370.0,50.55688614,Fragment,,,
"POINT (-117.7166099 34.3742137)",aj9pCpuS0Xh3JK2TzT2L,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Faj9pCpuS0Xh3JK2TzT2L.jpg?alt=media&token=c3ef5c43-33ed-42e4-9d2b-f340ec5c70c7,34.3742137,-117.7166099,IBA8Xo4glUzJzG6fG3Ef,notracetrails,hard plastic,Llano,1.0,2023-04-29T00:50:03.675532Z,4/29/2023,370.0,52.59546805,Fragment,,,
"POINT (-117.7166253 34.37425443)",0UTcWf7Hyul8YLCdjYQQ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F0UTcWf7Hyul8YLCdjYQQ.jpg?alt=media&token=98eeb358-96b0-444e-a13e-237dcc7b80af,34.37425443,-117.7166253,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:49:42.490694Z,4/29/2023,370.0,50.68374058,,,,
"POINT (-117.7166253 34.3742544)",0IcNSB0FQB9Sfuxh7G9D,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F0IcNSB0FQB9Sfuxh7G9D.jpg?alt=media&token=81c442e2-b97d-4b9c-862a-68188dbec965,34.3742544,-117.7166253,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:49:21.021135Z,4/29/2023,370.0,50.68374058,Fragment,,,
"POINT (-117.7165546 34.3742484)",3HcIlvKXt6992tZ6CvXX,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F3HcIlvKXt6992tZ6CvXX.jpg?alt=media&token=1261c260-c7ea-45f3-8a05-6ab5b309b096,34.3742484,-117.7165546,IBA8Xo4glUzJzG6fG3Ef,notracetrails,paper,Llano,1.0,2023-04-29T00:49:05.337591Z,4/29/2023,370.0,57.20519937,Fragment,,,
